    tprime_i    fprime_i    tprime_e          ky       omega       gamma       omlin       gmlin      omlina      gmlina      omquad      gmquad     omquada     gmquada
 
 
 
 
 
 
 
 
 
 
 
 
  0.2000E+01  0.5000E+00  0.2000E+01  0.3000E+00  0.4734E+00  0.2144E+00  0.7854E-01  0.0000E+00 -0.8101E-01  0.0000E+00  0.3927E-01  0.3274E+00  0.3990E-01  0.3254E+00
 
  0.2000E+01  0.5000E+00  0.2000E+01  0.3000E+00  0.4734E+00  0.2144E+00  0.7854E-01  0.0000E+00 -0.8101E-01  0.0000E+00  0.3927E-01  0.3274E+00  0.3990E-01  0.3254E+00
 
  0.2000E+01  0.5000E+00  0.2000E+01  0.3000E+00  0.4734E+00  0.2144E+00  0.7854E-01  0.0000E+00 -0.8101E-01  0.0000E+00  0.3927E-01  0.3274E+00  0.3990E-01  0.3254E+00
 
  0.2000E+01  0.5000E+00  0.2000E+01  0.3000E+00  0.4734E+00  0.2144E+00  0.7854E-01  0.0000E+00 -0.8101E-01  0.0000E+00  0.3927E-01  0.3274E+00  0.3990E-01  0.3254E+00
 
  0.2000E+01  0.5000E+00  0.2000E+01  0.3000E+00  0.4734E+00  0.2144E+00  0.7854E-01  0.0000E+00 -0.8101E-01  0.0000E+00  0.3927E-01  0.3274E+00  0.3990E-01  0.3254E+00
 
  0.2000E+01  0.5000E+00  0.2000E+01  0.3000E+00  0.4734E+00  0.2144E+00  0.7854E-01  0.0000E+00 -0.8101E-01  0.0000E+00  0.3927E-01  0.3274E+00  0.3990E-01  0.3254E+00
 
  0.2000E+01  0.5000E+00  0.2000E+01  0.4000E+00  0.6261E+00  0.2448E+00  0.1237E+00  0.0000E+00 -0.5495E-01  0.0000E+00  0.6187E-01  0.3860E+00  0.6383E-01  0.3787E+00
 
  0.2000E+01  0.5000E+00  0.2000E+01  0.4000E+00  0.6261E+00  0.2448E+00  0.1237E+00  0.0000E+00 -0.5495E-01  0.0000E+00  0.6187E-01  0.3860E+00  0.6383E-01  0.3787E+00
 
  0.2000E+01  0.5000E+00  0.2000E+01  0.4000E+00  0.6261E+00  0.2448E+00  0.1237E+00  0.0000E+00 -0.5495E-01  0.0000E+00  0.6187E-01  0.3860E+00  0.6383E-01  0.3787E+00
 
  0.2000E+01  0.5000E+00  0.2000E+01  0.4000E+00  0.6261E+00  0.2448E+00  0.1237E+00  0.0000E+00 -0.5495E-01  0.0000E+00  0.6187E-01  0.3860E+00  0.6383E-01  0.3787E+00
 
  0.2000E+01  0.5000E+00  0.2000E+01  0.4000E+00  0.6261E+00  0.2448E+00  0.1237E+00  0.0000E+00 -0.5495E-01  0.0000E+00  0.6187E-01  0.3860E+00  0.6383E-01  0.3787E+00
 
  0.2000E+01  0.5000E+00  0.2000E+01  0.4000E+00  0.6261E+00  0.2448E+00  0.1237E+00  0.0000E+00 -0.5495E-01  0.0000E+00  0.6187E-01  0.3860E+00  0.6383E-01  0.3787E+00
 
  0.2000E+01  0.5000E+00  0.2000E+01  0.5000E+00  0.7659E+00  0.2442E+00  0.1739E+00  0.0000E+00 -0.6410E-02  0.0000E+00  0.8696E-01  0.4149E+00  0.9081E-01  0.3980E+00
 
